headline,tag,date
this is what air travel could look like in a post-coronavirus world,__label__travel,2020-04-23
airlines and automakers consider how to reopen,__label__travel,2020-04-23
"few travelers, few flights and now, a total airport shutdown",__label__travel,2020-04-23
coronavirus pandemic: updates from around the world,__label__travel,2020-04-23
traveling after covid-19 will be forever changed,__label__travel,2020-04-23
"eerie photos from lax, where coronavirus has slowed traffic",__label__travel,2020-04-23
coronavirus journey: the 'last cruise ship on earth' finally comes home,__label__travel,2020-04-23
travelers are booking flights again despite coronavirus lockdown,__label__travel,2020-04-23
"how coronavirus disrupted us air travel, in 2 charts: flight cancellations and tsa traveler counts",__label__travel,2020-04-23
american airlines raises checked bag fees amid coronavirus crisis - business insider,__label__travel,2020-04-23
airline industry has 15 coronavirus-related deaths in 9 days,__label__travel,2020-04-23
how coronavirus spread in one restaurant shows why air travel is safer than you think,__label__travel,2020-04-23
a beloved bar owner was skeptical about the virus. then he took a cruise.,__label__travel,2020-04-23
how far can the coronavirus travel in the air?,__label__travel,2020-04-23
"air pollution in northern india has hit a 20-year low, nasa report says",__label__travel,2020-04-23
"harvard will not accept stimulus funds, california to start scheduling certain surgeries again",__label__travel,2020-04-23
live stock market news and trading tracker,__label__travel,2020-04-23
norwegian cruise line reportedly taps goldman sachs to sell stake,__label__travel,2020-04-23
china will give who more money; spain's daily death toll steady,__label__travel,2020-04-23
5 things not to do immediately when coronavirus quarantine and lockdown end,__label__travel,2020-04-23
14 charts from goldman show economic damage caused by coronavirus - business insider,__label__travel,2020-04-23
will the sustainable travel movement survive coronavirus?,__label__travel,2020-04-23
lockdowns lead to air pollution drops in major cities,__label__travel,2020-04-23
"us tops more than 750,000 cases as trump says he will use dpa to increase medical swabs",__label__travel,2020-04-23
coronavirus travel: how airlines are handling the pandemic,__label__travel,2020-04-23
american airlines is latest carrier hit with class-action lawsuit over refunds for canceled flights,__label__travel,2020-04-23
south america has a worrying coronavirus future,__label__travel,2020-04-23
"as states ease social distancing orders, what does that mean for domestic travel?",__label__travel,2020-04-23
decrease in air travel robs forecasters of their job,__label__travel,2020-04-23
trump's confusing claim on italy and travel restrictions,__label__travel,2020-04-23
covid-19: what you need to know about the coronavirus pandemic on 23 april,__label__travel,2020-04-23
covid-19 cruise ship survivors: ending lockdown is 'crazy',__label__travel,2020-04-23
"coronavirus update, april 23: stanislaus has fifth death; outdoor rules ease a bit",__label__travel,2020-04-23
how coronavirus will change air travel,__label__travel,2020-04-23
coronavirus has wiped out more than 90% of international flights,__label__travel,2020-04-23
coronavirus travel upside: more airlines banish the dreaded middle seat,__label__travel,2020-04-23
coronavirus pandemic silver lining: cleaner air in the bay area,__label__travel,2020-04-23
china's new coronavirus cases spur fresh limits,__label__travel,2020-04-23
"georgia governor says some businesses can reopen, california town to test every resident",__label__travel,2020-04-23
air-conditioning spread covid-19 to 9 people in a restaurant in china - business insider,__label__travel,2020-04-23
when is the right time to postpone or cancel your flight during coronavirus?,__label__travel,2020-04-23
new air travel health regulations will likely stick around post-coronavirus,__label__travel,2020-04-23
"more robots, fewer buffet lines: you will cruise again, but it will look very different",__label__travel,2020-04-23
air france-klm nears bailout with improved guarantees: sources,__label__travel,2020-04-23
wisconsin airport puts on drive-thru light display to support frontline workers and community during coronavirus pandemic,__label__travel,2020-04-23
"coronavirus cruise line lawsuits mount, with iffy chances of success : coronavirus live updates, no need to chase carnival stock here, after 3½ months at sea, last major cruise ship returns to a changed world, some of the year’s hottest new cruise ships will be delayed due to coronavirus, last major cruise line ship at sea finally docks in italy, passengers cleared to disembark",__label__travel,2020-04-23
"air traffic and travel falls worldwide to to coronavirus: graphs, maps - business insider, in photos – most of world’s airplanes now grounded at airports, idle aircraft at russian airports due to coronavirus make a sorry sight (photos), vietnam airlines upgrades ""flight pass"" - economy - vietnam news | politics, business, economy, society, life, sports, vietnam arranges special flights to repatriate citizens",__label__travel,2020-04-23
"japanese officials puzzled by outbreak on docked cruise ship, nearly 50 workers on costa atlantica cruise ship in japan test positive for coronavirus, virus outbreak: japan faces another case of shipboard infections",__label__travel,2020-04-23
"us airlines report their first losses in years as coronavirus devastates air travel demand, think things are bad for airlines? it’s about to get worse, think things are bad for airlines? it's about to get worse",__label__travel,2020-04-23
"coronavirus live updates: elizabeth warren's brother dies from covid-19; malaria deaths could double, elizabeth warren’s oldest brother dies of coronavirus in oklahoma, elizabeth warren reveals her oldest brother, 86, has died from coronavirus, don reed photos, news, and videos",__label__travel,2020-04-23
"coronavirus cruise ship finally leaves australian port, coronavirus cruise ship under criminal investigation leaves australian port, listen to the doctor's reworking of ruby tuesday ahead of ship's departure, ruby princess cruise ship doctor 'surprised' that guests were allowed to leave ship without test results",__label__travel,2020-04-23
